participant,nome,cognome,anno,mese,giorno,cellulare,sesso,esperimento,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.9f85d44a-957c-49a5-af21-334505b1d917.txt,38872,38872,38872,38872,38872,38872,38872,"",0,2021-03-17-17-15,2021-03-17-17-22,7
s.c1f68398-fc24-42f4-9a3d-481c0eac2834.txt,22306,22306,22306,22306,22306,22306,22306,"",0,2021-03-23-21-40,2021-03-23-21-45,5
s.29c7671b-73fe-41fe-bd3a-ddd917fe9e05.txt,17712,17712,17712,17712,17712,17712,17712,"",0,2021-05-11-11-42,2021-05-11-12-01,19
s.02890e1b-e508-4bf7-9b0f-8cb5b71823bb.txt,20317,20317,20317,20317,20317,20317,20317,"",0,2021-03-18-19-11,2021-03-18-19-26,15
s.65f958a4-18e3-46bd-b180-db7c007a06d0.txt,57597,57597,57597,57597,57597,57597,57597,"",0,2021-03-15-11-55,2021-03-15-12-13,18
s.19e0783d-f820-415c-941b-e397a121fda4.txt,16563,16563,16563,16563,16563,16563,16563,"",0,2021-03-17-12-25,2021-03-17-12-43,18
s.53969911-4673-4374-b801-ce1dc4c3e608.txt,48621,48621,48621,48621,48621,48621,48621,"",0,2021-04-27-10-36,2021-04-27-10-53,17
s.c2dc375f-779b-428c-af2b-b00d84ceb1e2.txt,27161,27161,27161,27161,27161,27161,27161,"",0,2021-03-16-18-48,2021-03-16-19-06,18
s.361c2e03-9f8a-47d5-a0c9-56677da4c190.txt,27665,27665,27665,27665,27665,27665,27665,"",0,2021-03-19-22-38,2021-03-19-22-50,12
s.c510b55c-d856-4318-a2eb-9d11aca61f4b.txt,43101,43101,43101,43101,43101,43101,43101,"",0,2021-01-07-22-11,2021-01-07-22-25,14
s.6c8e759b-7c69-4d07-9a07-1eb8b702e29a.txt,24808,24808,24808,24808,24808,24808,24808,"",0,2021-03-16-17-05,2021-03-16-17-34,29
s.c46a2314-4290-4d2a-9c4a-aa1060fa2e88.txt,33124,33124,33124,33124,33124,33124,33124,"",0,2021-03-14-12-37,2021-03-14-12-55,18
s.fa683882-6cf4-4394-921e-6be814df2643.txt,25625,25625,25625,25625,25625,25625,25625,"",0,2020-12-02-10-55,2020-12-02-11-09,14
s.99ea1670-1f88-4678-801d-9fdeb296d2b0.txt,29651,29651,29651,29651,29651,29651,29651,"",0,2021-03-16-21-35,2021-03-16-21-54,19
s.03d804b5-1b85-469f-bd55-1e05c217c0b4.txt,25141,25141,25141,25141,25141,25141,25141,"",0,2020-12-07-09-38,2020-12-07-09-57,19
s.95c9a1af-010c-4670-9db3-f4f00e467392.txt,19400,19400,19400,19400,19400,19400,19400,"",0,2020-12-03-15-54,2020-12-03-15-57,3
s.c0235553-3432-4e93-8db5-6c8867b82cf3.txt,15008,15008,15008,15008,15008,15008,15008,"",0,2021-01-23-10-30,2021-01-23-10-45,15
s.3b8a78e3-0299-402c-9671-b0563aca0f39.txt,28124,28124,28124,28124,28124,28124,28124,"",0,2021-03-15-20-53,2021-03-15-21-38,45
s.dc949274-ddaa-4d4d-8fb9-bb53caac2ea9.txt,75425,75425,75425,75425,75425,75425,75425,"",0,2021-03-15-18-27,2021-03-15-18-53,26
