participant,nome,cognome,anno,mese,giorno,cellulare,sesso,esperimento,INFOSCREEN,TIME_start,TIME_end,TIME_total
s.57ad39bd-52b2-4eaf-b9d0-bab66bcc9609.txt,38360,38360,38360,38360,38360,38360,38360,"",0,2020-12-17-19-08,"",""
s.f6996667-f8a9-4661-833e-da4062b5e10d.txt,17533,17533,17533,17533,17533,17533,17533,"",0,2021-03-16-12-11,2021-03-16-12-18,7
s.0743034c-c7e2-437a-bf28-8a27a88f063c.txt,37721,37721,37721,37721,37721,37721,37721,"",0,2020-12-02-16-06,"",""
s.371b5f63-4d93-4548-b25a-452312ef1c5a.txt,59235,59235,59235,59235,59235,59235,59235,"",0,2021-04-27-10-22,2021-04-27-10-33,11
s.c6996553-7007-424c-bd70-5fc77e956b75.txt,20455,20455,20455,20455,20455,20455,20455,"",0,2021-03-15-20-58,2021-03-15-21-05,7
s.e65d9abe-e201-4d10-91fa-fc306724163c.txt,13571,13571,13571,13571,13571,13571,13571,"",0,2021-04-27-12-00,"",""
s.4c4ccd19-ca68-4dc9-ac8d-17e46d8bd929.txt,20620,20620,20620,20620,20620,20620,20620,"",0,2021-04-04-12-46,2021-04-04-12-54,8
s.cca669f6-fce5-4984-9158-16aa85a0d940.txt,18465,18465,18465,18465,18465,18465,18465,"",0,2021-04-17-10-12,2021-04-17-10-20,8
s.7517f283-d58e-48f8-8b46-eea01b5872fa.txt,44989,44989,44989,44989,44989,44989,44989,"",0,2021-03-24-18-32,2021-03-24-18-41,9
s.9e776597-79b0-4e14-81c4-fd18db5e7872.txt,38903,38903,38903,38903,38903,38903,38903,"",0,2021-01-26-12-35,2021-01-26-12-46,11
s.a243c714-8841-4fa0-adca-f694a328070f.txt,20768,20768,20768,20768,20768,20768,20768,"",0,2020-12-21-10-39,"",""
s.b14f62ae-bf1e-448b-b989-d546cc071dbf.txt,21480,21480,21480,21480,21480,21480,21480,"",0,2021-03-15-11-22,2021-03-15-11-35,13
s.41fc9eed-29f8-4813-ae29-7885869d7a7d.txt,25161,25161,25161,25161,25161,25161,25161,"",0,2021-01-22-09-14,2021-01-22-09-23,9
